Customer_Text,Sentiment
sir all concerned authorities were in deep sleep no one is bothered to install high mast street light outside the lal bahadur shastrigate no 1 main road of east vinod nagar east delhi,1
you are going to resolve it or just ask me to have patience,1
mcd i9394 102 228 mcd je mcd,1
why subsidy is not getting given in bses yamuna power electricity bill no subsidy has been given even the total units are under 400 this is really getting so much costly living here in delhi kindly look into it,1
please confirm me this status,1
,1
onkwr0409230866 20,1
sir it has been 1 hours since the power went out i have complained once but the power has not come yet please take cognizance as soon as possibleplease ragister my complaint ca no 153208782 contact 9717443093 complaint no 23092001252,0
no electricity in sonia vihar delhi from last half an hour kindly look into the matter ca 101409744 phone 7068322755,1
rsir i nanwa khan so sh mohd nasir ro b232 old nob1961st floorkh no3341gali no4nehru vihar delhi110094 i applied new connection and my new connection request no8006436018 my meter installation order no1032943149 my meter installation order cancel due to someone in my family died due to which i hed to go to the httpvillagesnow i have come to my hone in delhi from the village httpsso please installation my new electricity meter now with regards nanwa khan 9560458553 9899040589,1
my ca number is 101359098 there is a unscheduled power cut since last 3 hrs in the area please compensate as per the delhi gov law also restore the service asap,1
meri building mein sab ki hard copy ke bil a chuke hain mera dil hard copy nahin aaya hai shashi dabral ke naam se,0
no electricity in shahdara delhi 110033 since 4 hours,1
nothing done over phone just told that i may write to customer care through email hence issue not resolved,1
i am asking why do i need to submit the affidavit in this case,1
i have not received any call,1
yes but not share hardcopy of electricity bill,1
i problem is not solved yet,1
ca no 100819718 contact no 8447122372,1
ca no 152594060 no light,0
24 hours bijli ka wada karne wale arvindkejriwal din aur raat mila ke kam se kam 24 baar bijli kaat rahe hai abhi bhi kaat di hai daaru bechte bechte kudh bhi peene lag gaye ussi nashe mai bolte hai lagta hai,1
first of all meri property k upper se ht ki line nahi ja rahi ha or jiske ghar se k uper se jaa rahi aapne uska meter kyu laga diya company muje meter kyu nahi de rahi as per derc rule aap muje ek meter to de sakte gf ka aap muje derc ki guideline batea kase meter milega,1
ca number 152771234 phone number 9716981914 please update asap,1
i had applied for load change on 28423 but when i checked my request number on their website the order was showing as complete but till now the load is not reduced in my bill my ca no 100908219 and my order no 8006286530,1
my situation is going to death not able to breath your cm care also not connecting here is no electricity from over night completed 6 to 7 hour i have breathing issue pls do n help needfull,0
thank you your complaint has been successfully registered heres the report status successful complaint number 23092100266,1
application reject verification 1000 application reject kitchen,1
sir pls jaldi visit kara do bahut time ho gaya ha or fir aap hi 30 day hone par case close kar dete ho aap se request ha jise bhi bhej vo ek dum sahi report de aap usse video or photos sabhi angles se lene k liye khana tabhi aap dekha pole deficiency remove ho chuki ha,1
ca no 101134092101150407,1
i havent got any resolution from your end its been already 10 days since i have raised this issue,1
sir but my problem is still there it hasnt been solvedand i hope you will arrange a street light asapas its very difficult to walk in night please look in this matter with utmost priorityi request you sir,0
plz do needful if you can,1
bill has been paid without being satisfied meter in the open outside premises is no responsibility of the consumer burnout could be for any reason poor workmanship poor quality or water seepage through protection cover and the consumer has no hand,0
o power supply ca no151253660 complaint no2309100646 daily routine h light ka,1
no power in area since 2 hours please log an incident on priority ca number 101569311 on daily basis we had outage arvindkejriwal pls do something,1
ive never seen such terrible service your customer service representative schedule a virtual call with someone who doesnt show up in meeting and i receive the message that you didnt join then i call csr same cycles goes on no solution,0
